epoch,train_loss,valid_loss,valid_auc,valid_ap,valid_balanced_accuracy,valid_n,valid_n_pos
1,0.05378995224600658,0.021849343802073394,0.6827853877058069,0.08886725827624148,0.5,3712.0,184.0
2,0.04914081380411517,0.022125504750373035,0.6978019015577246,0.08171968688693587,0.5,3712.0,184.0
3,0.0466794175299583,0.024516757176225555,0.665901822685596,0.07122147725398098,0.5,3712.0,184.0
